room_type,lead_time,length_of_stay,num_guests,is_weekend,season,previous_cancellations,special_requests,price,is_cancelled
Double,70,12,2,1,mid,0,3,29674.0,0
Suite,120,4,1,0,low,0,2,23152.0,1
Single,77,9,4,1,high,0,2,23053.0,1
Single,49,3,2,0,low,3,5,4056.0,1
Deluxe,25,6,4,0,high,0,1,39967.0,0
Deluxe,0,5,4,1,low,0,5,26073.0,0
Suite,18,10,1,0,low,0,3,54194.0,0
Suite,115,13,3,0,low,0,4,79009.0,0
Suite,17,4,3,0,mid,1,4,29049.0,1
Deluxe,2,5,1,1,low,0,3,19709.0,0
Double,98,12,2,0,low,0,1,25885.0,0
Double,50,7,2,0,low,3,5,14719.0,0
Single,43,8,1,0,low,1,3,10027.0,0
Double,86,10,3,1,high,0,2,42663.0,1
Double,63,2,2,0,mid,0,1,5581.0,0
Single,110,13,4,0,low,2,0,18388.0,0
Single,56,6,4,0,low,1,1,8815.0,1
Deluxe,86,10,3,0,low,3,0,35619.0,1
Double,106,7,1,0,low,0,5,14430.0,1
Suite,56,11,1,1,low,1,2,60541.0,0
Double,34,9,1,0,low,0,3,18689.0,0
Suite,117,3,2,0,low,0,4,18420.0,1
Deluxe,27,3,4,1,low,1,5,14193.0,1
Single,4,13,1,0,high,1,2,23076.0,0
Single,69,8,3,0,low,0,0,10982.0,0
Deluxe,119,4,1,0,mid,0,3,14501.0,0
Deluxe,10,3,2,1,mid,1,5,14717.0,0
Double,102,2,3,1,high,0,2,9179.0,0
Deluxe,100,13,4,1,low,0,0,49796.0,1
Suite,112,14,4,0,high,0,4,133442.0,1
Double,51,6,3,0,high,0,3,23315.0,1
Single,30,3,1,0,high,2,0,6165.0,0
Double,61,6,2,1,high,0,0,24250.0,0
Suite,17,2,4,0,low,0,3,14110.0,0
Suite,101,8,1,0,high,1,0,72824.0,0
Suite,80,9,3,0,high,0,1,85306.0,1
Suite,58,14,3,1,low,1,1,96012.0,1
Single,62,5,4,1,low,0,2,8157.0,0
Double,86,3,1,1,high,2,4,11318.0,1
Single,63,2,1,0,low,1,2,2394.0,0
Single,101,6,1,1,high,1,5,13776.0,1
Suite,111,9,2,1,mid,0,3,73545.0,1
Suite,114,1,3,1,mid,2,2,9072.0,1
Single,75,11,1,1,low,1,3,15307.0,1
Deluxe,89,7,3,1,mid,0,0,33432.0,0
Deluxe,37,12,1,1,mid,0,5,49041.0,1
Single,4,7,3,0,high,0,1,14981.0,0
Suite,48,3,2,1,low,0,5,22533.0,1
Suite,105,1,4,0,low,0,3,7615.0,0
Deluxe,16,8,2,0,low,3,1,29098.0,1
Deluxe,66,8,4,0,low,5,2,31497.0,1
Double,23,12,1,1,high,0,0,35318.0,1
Suite,51,13,1,1,low,3,3,76592.0,1
Double,17,3,1,1,low,1,0,7747.0,0
Suite,88,5,2,1,high,0,3,55422.0,1
Single,98,3,4,1,low,4,1,4833.0,1
Single,91,2,1,1,low,1,0,2968.0,0
Suite,85,1,4,0,mid,0,1,8907.0,0
Double,28,2,3,0,low,0,0,4703.0,0
Double,64,8,2,0,high,0,5,26784.0,1
Suite,12,3,2,1,mid,3,5,24478.0,0
Single,45,3,4,1,low,0,5,5485.0,0
Deluxe,61,2,3,1,mid,0,4,10595.0,0
Double,80,11,1,0,high,0,1,31465.0,1
Single,11,9,4,0,low,0,4,13084.0,0
Suite,98,14,2,1,mid,0,4,102012.0,0
Single,55,2,1,1,mid,3,1,3665.0,1
Single,106,3,4,0,mid,0,5,5713.0,0
Deluxe,63,7,4,0,mid,2,5,32437.0,0
Suite,66,10,2,1,low,0,2,67521.0,0
Single,83,2,3,0,mid,0,3,3620.0,0
Deluxe,99,3,1,0,low,0,5,9909.0,0
Deluxe,19,6,4,0,mid,0,1,29344.0,1
Suite,61,1,2,0,mid,2,5,8118.0,0
Single,3,6,2,0,low,1,1,7656.0,0
Suite,57,11,3,0,low,0,5,73954.0,0
Deluxe,98,8,2,0,high,3,1,46330.0,1
Suite,104,7,3,1,low,2,4,52877.0,0
Double,34,7,3,0,low,0,3,15860.0,0
Suite,46,14,2,1,low,1,2,91072.0,0
Deluxe,66,8,4,0,mid,1,2,36451.0,0
Single,47,8,2,1,low,2,1,11315.0,1
Suite,21,14,4,0,high,0,4,146524.0,1
Suite,36,3,2,1,mid,0,5,24252.0,0
Double,48,2,3,1,low,0,3,5518.0,1
Deluxe,62,7,3,1,mid,0,1,34540.0,0
Double,111,5,4,1,low,0,4,13552.0,0
Deluxe,65,3,1,1,low,1,2,11874.0,1
Suite,46,2,1,1,mid,0,5,15757.0,0
Suite,79,13,4,1,low,0,1,103369.0,0
Single,93,9,4,0,high,0,3,20537.0,0
Suite,52,10,3,1,mid,0,2,83248.0,1
Double,59,2,2,1,low,0,5,4989.0,0
Deluxe,26,5,2,1,high,1,0,32255.0,0
Suite,104,9,3,1,mid,2,3,77491.0,0
Double,104,8,3,0,low,0,4,19020.0,0
Double,21,10,2,1,mid,2,2,28350.0,0
Double,41,10,1,1,high,2,3,39017.0,1
Suite,32,6,1,1,mid,1,1,46932.0,0
Double,111,11,2,0,mid,5,2,25411.0,1
Double,7,4,3,1,mid,0,5,12247.0,0
Double,25,2,2,0,low,0,2,4666.0,0
Single,38,13,3,0,low,2,1,16058.0,0
Double,67,1,2,1,mid,0,3,3197.0,0
Single,30,4,2,0,high,0,2,8866.0,0
Single,64,2,3,1,mid,0,4,4144.0,1
Deluxe,90,4,3,1,low,0,0,16833.0,1
Single,100,6,4,0,mid,0,5,11090.0,0
Deluxe,11,2,4,0,low,0,4,8482.0,0
Suite,16,7,2,0,low,4,5,40998.0,0
Deluxe,11,13,3,1,mid,0,2,60557.0,1
Double,110,2,2,1,low,2,2,5349.0,1
Single,78,13,4,1,high,0,2,31923.0,1
Suite,64,6,3,0,mid,0,5,46983.0,0
Suite,95,9,4,0,mid,3,0,77065.0,0
Deluxe,70,7,2,0,high,0,3,40224.0,1
Single,28,5,1,0,mid,0,1,7230.0,1
Single,61,2,1,1,high,2,3,4665.0,1
Double,85,9,3,0,high,0,5,31544.0,0
Single,4,13,4,1,mid,0,4,23846.0,0
Suite,73,8,3,0,low,4,0,47404.0,1
Single,60,9,4,1,low,0,2,15243.0,0
Double,8,10,2,1,high,1,0,39447.0,0
Suite,31,6,4,1,low,0,2,48191.0,1
Suite,54,2,4,0,high,0,1,22184.0,0
Single,41,8,1,0,low,0,4,9517.0,0
Double,35,13,4,0,mid,1,3,37843.0,0
Deluxe,78,5,1,0,low,0,1,17053.0,1
Deluxe,48,13,3,0,high,2,5,71555.0,0
Suite,60,12,2,1,low,1,4,87004.0,1
Suite,96,4,2,1,low,0,3,32542.0,0
Suite,11,9,4,1,high,0,2,108900.0,0
Single,43,11,3,0,low,1,1,14462.0,1
Single,8,7,1,0,low,1,3,8680.0,1
Deluxe,112,10,1,0,high,0,4,46897.0,1
Single,22,13,1,0,high,2,5,24150.0,1
Double,99,9,2,1,low,0,4,21964.0,1
Single,23,12,1,0,mid,3,0,16318.0,1
Suite,39,12,2,1,low,4,5,76653.0,0
Single,73,12,4,0,low,0,1,16220.0,1
Single,100,12,4,0,mid,0,0,17893.0,1
Single,21,4,4,0,low,0,3,6590.0,0
Single,25,1,2,0,mid,0,2,1696.0,0
Deluxe,106,3,3,0,low,2,0,11986.0,1
Double,38,4,4,0,high,0,1,16521.0,0
Suite,25,10,1,1,mid,1,1,64815.0,1
Double,89,8,4,1,low,3,2,21698.0,1
Deluxe,11,7,3,0,high,5,4,40689.0,1
Deluxe,104,1,2,0,high,0,4,5517.0,0
Deluxe,105,10,2,1,low,4,0,35174.0,1
Suite,103,6,2,0,high,0,1,55331.0,1
Single,35,11,1,1,low,0,3,14552.0,0
Deluxe,13,2,1,0,low,0,4,6749.0,1
Suite,51,5,2,1,low,1,0,37081.0,1
Suite,40,1,1,1,low,0,2,7548.0,0
Deluxe,116,4,3,1,mid,0,0,21414.0,1
Deluxe,76,13,2,1,mid,0,2,56335.0,1
Suite,114,7,2,0,high,3,2,73201.0,1
Deluxe,90,7,1,0,low,0,1,20602.0,1
Suite,86,4,4,0,low,1,5,25651.0,0
Single,13,4,3,1,low,1,4,6307.0,1
Double,8,10,2,1,low,0,3,24992.0,0
Single,5,14,3,0,high,0,4,28852.0,1
Single,71,11,2,0,mid,0,1,15133.0,1
Double,24,11,1,1,high,0,5,37027.0,0
Single,119,7,3,0,mid,3,2,10739.0,1
Double,16,2,4,1,low,0,2,5627.0,0
Double,114,11,3,0,low,1,3,26296.0,1
Deluxe,80,12,3,0,mid,2,3,49200.0,1
Suite,12,8,1,1,high,3,3,88008.0,1
Suite,7,2,3,1,low,0,4,15016.0,0
Double,47,10,3,0,low,3,1,22982.0,0
Double,41,13,2,0,mid,1,4,31239.0,0
Suite,38,4,1,0,low,0,1,24101.0,0
Single,63,3,4,1,mid,1,1,6369.0,0
Deluxe,15,11,2,0,low,0,2,38143.0,0
Double,15,5,2,1,mid,2,3,15317.0,1
Single,84,11,3,1,low,1,3,15920.0,1
Deluxe,119,10,2,1,high,1,0,63268.0,1
Double,33,4,3,0,mid,2,4,11194.0,0
Single,112,1,3,1,low,1,3,1635.0,1
Deluxe,41,8,2,1,high,0,3,51630.0,0
Single,40,6,1,0,high,0,4,12074.0,0
Deluxe,10,12,1,1,mid,2,4,47940.0,0
Single,51,6,4,1,high,1,2,16171.0,0
Double,60,4,3,0,high,2,2,14137.0,1
Suite,80,13,2,1,low,0,1,76912.0,1
Single,19,11,2,0,low,0,3,13467.0,0
Suite,22,9,3,0,low,2,1,59412.0,0
Deluxe,52,14,4,1,mid,1,3,67483.0,1
Suite,8,11,4,0,high,0,2,124290.0,0
Single,17,13,3,1,mid,0,1,22657.0,0
Deluxe,76,12,2,0,low,2,2,38823.0,1
Suite,115,6,4,0,high,1,5,65827.0,1
Suite,69,1,4,1,mid,0,3,10472.0,0
Single,17,9,2,0,low,0,2,10855.0,0
Suite,119,11,4,1,high,0,2,132549.0,0
Single,63,14,4,0,low,0,3,18730.0,1
Deluxe,86,10,4,0,mid,0,0,43869.0,0
Double,23,8,1,0,mid,0,3,18633.0,1
Deluxe,69,9,1,0,high,2,0,44459.0,0
Deluxe,9,2,2,0,low,0,5,7653.0,1
Single,75,1,4,0,low,2,3,1580.0,0
Deluxe,24,1,1,0,mid,0,0,4111.0,0
Suite,110,13,1,1,high,0,2,125398.0,0
Double,6,12,1,0,low,0,5,24288.0,0
Double,78,4,1,1,low,0,5,9338.0,0
Suite,16,6,4,1,high,1,0,75661.0,1
Single,83,7,3,1,high,3,1,18437.0,1
Double,59,4,3,1,low,1,0,10825.0,0
Deluxe,117,6,2,1,low,1,2,24670.0,1
Double,78,5,3,1,mid,2,5,17879.0,0
Suite,45,10,4,1,mid,1,4,86390.0,0
Double,10,11,3,1,mid,0,1,35545.0,1
Suite,72,2,4,0,high,1,1,22631.0,0
Single,53,7,3,1,low,0,3,11940.0,1
Deluxe,6,14,2,0,high,0,3,73470.0,0
Deluxe,70,13,3,0,low,1,2,46474.0,1
Single,25,12,4,1,high,1,2,30607.0,0
Single,28,11,4,1,low,0,5,17774.0,0
Deluxe,1,1,2,1,low,4,3,4477.0,1
Deluxe,45,14,3,0,low,0,4,48053.0,0
Deluxe,26,11,4,1,low,1,5,47558.0,1
Single,8,13,3,1,mid,4,2,23110.0,0
Deluxe,52,13,3,0,mid,0,4,49338.0,1
Suite,26,4,2,1,high,3,4,45591.0,1
Single,16,1,4,1,mid,2,1,2274.0,1
Double,56,10,4,1,mid,1,1,33973.0,0
Double,7,7,1,0,low,4,0,13999.0,0
Suite,119,1,1,0,high,1,3,10661.0,0
Double,56,4,1,0,low,0,4,8007.0,0
Double,120,14,2,1,low,1,4,32007.0,0
Deluxe,106,6,1,1,low,0,2,20671.0,0
Single,118,4,4,0,low,0,4,6010.0,0
Suite,65,10,4,1,mid,0,0,98956.0,1
Suite,51,10,1,0,low,0,3,53156.0,0
Deluxe,87,5,4,1,low,2,2,21495.0,1
Deluxe,9,12,1,0,high,3,4,60186.0,0
Deluxe,101,9,4,1,low,4,5,40926.0,1
Suite,39,3,2,0,mid,0,3,23150.0,0
Suite,0,5,1,0,low,0,3,30949.0,0
Double,28,12,2,1,high,0,5,42514.0,1
Double,29,2,4,1,mid,0,2,6994.0,0
Deluxe,1,1,4,0,low,0,0,4766.0,0
Single,80,10,1,1,high,0,3,21115.0,0
Suite,11,7,4,0,mid,3,2,58222.0,0
Suite,102,4,2,0,low,0,3,24264.0,1
Deluxe,54,7,2,1,mid,2,4,33384.0,1
Double,86,3,1,0,mid,2,3,7349.0,0
Double,41,6,4,1,low,1,1,16663.0,1
Double,15,4,4,0,low,0,3,10295.0,0
Deluxe,21,9,3,0,low,0,2,32025.0,0
Suite,78,10,3,1,mid,4,1,87598.0,1
Deluxe,86,13,4,1,high,0,4,91939.0,0
Suite,32,1,1,1,mid,0,1,8252.0,1
Suite,43,5,1,1,high,4,3,47900.0,1
Deluxe,114,4,1,1,low,1,5,14439.0,0
Double,103,9,2,0,high,1,1,29220.0,1
Deluxe,49,8,2,1,high,0,2,47912.0,1
Double,29,13,1,1,mid,0,1,31997.0,1
Deluxe,36,13,3,1,low,2,2,54288.0,0
Suite,65,11,1,1,low,0,1,70107.0,1
Double,68,3,4,0,low,0,5,7583.0,0
Deluxe,22,1,3,0,mid,0,1,4777.0,0
Single,7,13,4,0,high,1,3,29198.0,1
Deluxe,59,14,1,0,low,0,0,41344.0,0
Double,96,4,4,0,low,2,2,10811.0,0
Double,18,1,3,0,low,0,5,2383.0,0
Deluxe,49,10,4,1,mid,0,4,52043.0,0
Single,19,9,3,1,mid,4,1,15698.0,1
Deluxe,29,13,3,1,low,4,5,49285.0,1
Deluxe,74,9,1,0,high,1,4,41670.0,1
Double,34,11,3,1,low,3,2,26681.0,1
Single,31,12,2,0,mid,0,5,17373.0,1
Double,120,1,4,0,mid,0,1,3053.0,0
Single,20,3,3,1,low,0,1,4933.0,0
Double,22,11,1,1,mid,0,5,28037.0,0
Deluxe,112,3,4,1,mid,1,5,18256.0,1
Single,66,3,1,0,mid,2,4,4159.0,1
Deluxe,5,11,2,0,high,0,1,54145.0,0
Single,51,3,1,1,mid,0,1,4857.0,0
Suite,68,3,4,0,low,5,3,21613.0,0
Deluxe,30,1,1,1,high,0,0,6370.0,0
Double,66,7,4,0,high,0,5,28389.0,1
Deluxe,78,9,1,0,low,0,5,29482.0,0
Single,30,11,3,1,high,0,4,26599.0,0
Single,98,13,1,1,high,0,5,26113.0,0
Suite,54,10,2,0,low,0,1,63253.0,1
Suite,116,11,3,0,mid,0,5,69197.0,0
Single,10,3,3,0,low,0,1,4362.0,0
Double,39,5,4,1,mid,0,0,17480.0,1
Single,87,5,4,1,high,0,1,15159.0,1
Double,108,1,3,0,low,0,4,2260.0,0
Double,26,14,2,0,mid,0,5,32195.0,0
Double,118,4,2,1,low,2,3,9545.0,1
Deluxe,23,7,4,0,mid,1,1,29702.0,0
Single,50,5,3,1,high,0,3,12834.0,0
Suite,38,1,4,1,low,0,3,8838.0,0
Deluxe,51,13,2,1,mid,1,3,60261.0,0
Suite,109,4,2,0,low,0,2,24270.0,0
Single,88,2,4,1,mid,1,0,4376.0,1
Deluxe,96,5,3,1,mid,5,2,25360.0,1
Suite,30,3,1,0,mid,0,5,21153.0,0
Single,114,14,3,1,low,0,2,21912.0,1
Suite,52,3,1,1,mid,0,0,23437.0,1
Double,78,5,4,0,mid,0,2,15681.0,1
Suite,84,4,1,0,mid,0,2,25513.0,0
Double,80,1,4,1,mid,1,3,3682.0,1
Suite,72,1,4,1,high,0,3,14172.0,0
Single,58,8,1,1,low,1,2,11416.0,1
Double,78,4,3,1,low,1,0,10347.0,1
Double,109,2,1,1,high,0,2,7606.0,1
Single,47,5,2,1,low,5,0,7716.0,1
Double,61,4,2,1,high,2,3,16624.0,1
Double,21,6,3,1,mid,0,2,19120.0,1
Single,42,14,4,0,high,5,2,32769.0,1
Deluxe,93,5,2,0,mid,2,3,19393.0,1
Deluxe,77,10,2,0,high,0,4,52434.0,0
Suite,25,11,1,1,mid,0,1,72970.0,0
Deluxe,66,1,4,1,mid,0,3,5881.0,0
Single,98,8,2,0,low,1,3,10529.0,1
Single,15,7,2,0,low,3,3,10578.0,1
Double,7,8,1,0,low,0,2,16621.0,0
Double,47,3,2,0,high,0,1,10894.0,0
Single,79,7,3,1,low,0,1,11334.0,0
Suite,37,2,4,0,high,1,0,22834.0,0
Deluxe,99,14,2,0,mid,0,0,52961.0,1
Deluxe,102,9,3,0,low,0,4,33107.0,1
Single,64,1,4,1,high,0,0,2604.0,0
Suite,45,8,2,1,low,1,5,55522.0,1
Single,5,13,2,1,mid,0,5,21420.0,0
Double,99,11,1,1,mid,0,1,30959.0,0
Double,108,4,4,1,low,0,2,11680.0,0
Suite,53,13,1,1,low,0,2,75282.0,1
Double,62,3,1,1,mid,0,2,8566.0,1
Single,91,4,1,0,low,0,2,4965.0,1
Double,84,3,3,0,high,1,2,11435.0,1
Double,16,13,2,0,mid,0,4,28913.0,1
Single,81,11,3,1,low,0,2,16707.0,0
Single,111,8,3,1,low,0,1,12288.0,1
Single,90,10,1,1,low,0,2,13198.0,1
Double,58,4,2,0,high,0,5,14660.0,1
Double,63,1,1,1,mid,0,5,2778.0,0
Double,31,12,1,1,low,0,0,25811.0,1
Deluxe,79,14,2,1,mid,0,3,62148.0,1
Single,29,1,2,1,mid,5,5,1838.0,1
Suite,41,1,1,1,mid,0,1,9100.0,1
Suite,32,8,2,0,low,0,0,48404.0,1
Single,40,1,2,0,low,3,1,1291.0,1
Double,44,11,4,0,low,0,1,24992.0,0
Single,10,14,3,0,mid,1,5,20197.0,0
Double,86,4,2,1,mid,0,1,11550.0,0
Double,53,5,2,0,low,1,1,11312.0,0
Single,114,13,1,0,low,3,1,13779.0,1
Single,21,5,2,0,mid,0,2,7647.0,0
Double,80,4,3,1,low,3,5,11627.0,1
Deluxe,21,2,1,0,mid,0,0,7714.0,0
Double,66,12,4,1,mid,1,2,39353.0,1
Suite,59,13,3,1,low,0,3,83162.0,0
Double,54,2,4,0,mid,0,0,6024.0,1
Suite,79,12,2,1,low,0,0,75428.0,1
Single,100,3,4,1,mid,3,5,6383.0,1
Deluxe,38,2,2,1,low,1,1,7929.0,1
Suite,102,6,4,0,mid,2,1,54596.0,0
Single,22,7,3,1,mid,0,2,12087.0,0
Suite,35,12,3,0,low,0,0,77899.0,1
Double,37,10,1,0,mid,0,0,23749.0,0
Double,115,3,4,1,high,0,0,14369.0,0
Deluxe,14,9,1,0,high,0,3,44834.0,0
Deluxe,47,13,1,1,low,3,2,48879.0,1
Single,51,10,2,1,low,2,1,16191.0,0
Suite,96,4,4,1,low,0,5,32579.0,1
Deluxe,58,2,4,0,high,0,1,13363.0,0
Suite,116,7,4,1,mid,1,0,63867.0,1
Double,89,7,3,1,low,1,0,17562.0,0
Deluxe,85,5,4,1,mid,1,4,28013.0,0
Double,91,2,2,0,low,0,3,4601.0,0
Suite,19,2,2,0,mid,0,1,13764.0,1
Suite,54,8,1,0,mid,0,1,53267.0,0
Suite,70,14,4,0,mid,4,1,107219.0,1
Deluxe,25,9,2,0,mid,1,2,34694.0,1
Suite,14,7,1,0,low,3,4,37846.0,0
Double,16,14,2,1,mid,0,3,38620.0,0
Double,95,10,3,0,mid,0,4,28513.0,0
Suite,79,11,2,1,low,0,0,74617.0,1
Single,34,9,2,0,high,3,3,18815.0,1
Deluxe,89,11,2,1,high,0,4,63635.0,0
Single,84,8,3,1,high,1,1,19682.0,0
Deluxe,98,9,3,0,mid,0,3,39587.0,1
Double,110,9,3,0,low,0,0,19024.0,1
Double,106,11,1,1,mid,0,5,28757.0,0
Double,21,13,2,1,low,0,4,30938.0,1
Double,93,5,3,0,low,2,3,11809.0,1
Double,47,10,1,1,mid,5,3,26580.0,0
Double,48,1,1,0,low,1,4,2131.0,1
Deluxe,78,8,2,1,low,0,2,30440.0,0
Suite,72,13,3,1,high,1,5,135721.0,0
Deluxe,50,10,3,0,low,0,1,35728.0,1
Deluxe,120,4,1,0,mid,2,4,16532.0,1
Suite,21,9,3,1,high,1,4,109726.0,0
Suite,11,6,1,1,mid,0,5,45093.0,0
Single,3,7,3,1,low,0,0,10987.0,0
Deluxe,98,4,3,1,mid,0,2,20248.0,0
Single,49,9,1,0,high,0,3,16398.0,1
Single,52,3,2,1,high,3,3,7501.0,0
Suite,78,7,4,0,low,1,4,51114.0,0
Single,52,14,2,1,low,0,3,21470.0,0
Suite,69,11,3,0,mid,0,1,77053.0,1
Suite,7,6,3,0,low,1,4,40622.0,0
Suite,18,14,1,1,high,0,2,135955.0,0
Deluxe,112,1,4,1,mid,0,5,5610.0,0
Suite,54,14,2,1,high,1,3,135622.0,0
Single,20,5,4,0,high,0,3,12219.0,1
Suite,44,12,2,0,mid,0,3,89299.0,0
Single,40,14,3,1,high,0,5,33345.0,0
Double,33,9,2,1,mid,0,5,24697.0,0
Single,35,9,4,1,low,3,3,14936.0,0
Double,88,11,1,0,high,2,3,31508.0,1
Deluxe,12,4,4,1,mid,5,0,22152.0,1
Double,37,3,1,0,high,4,0,10262.0,1
Suite,56,5,4,1,low,0,4,39316.0,0
Deluxe,65,7,1,1,low,0,2,21540.0,1
Deluxe,106,11,1,0,high,1,2,54200.0,1
Suite,111,4,1,1,low,0,3,25883.0,0
Double,35,8,3,1,mid,5,1,23881.0,1
Double,65,1,2,1,mid,0,1,2987.0,0
Suite,2,1,3,1,low,0,0,8906.0,0
Deluxe,74,14,4,0,low,1,4,50304.0,1
Deluxe,18,12,1,1,high,3,3,69408.0,1
Double,8,13,3,0,low,1,1,29543.0,0
Single,81,5,3,1,mid,0,3,9475.0,0
Single,21,8,2,0,mid,0,0,11739.0,0
Single,57,10,4,1,mid,0,4,19589.0,0
Single,12,4,3,0,mid,1,1,6702.0,0
Deluxe,90,11,1,0,low,0,1,30711.0,0
Single,92,10,3,0,high,1,5,23422.0,1
Deluxe,69,6,2,0,low,0,4,21678.0,0
Suite,101,7,1,1,low,0,4,43980.0,0
Suite,52,5,4,1,high,4,3,58485.0,1
Double,22,12,1,1,low,0,3,25864.0,0
Single,18,14,1,1,low,1,1,17334.0,0
Suite,26,14,1,0,high,0,1,114752.0,1
Single,24,11,4,1,low,3,5,16052.0,0
Deluxe,39,5,3,0,low,0,5,18484.0,0
Deluxe,25,11,4,1,mid,0,4,55308.0,0
Single,71,4,2,0,high,2,5,8404.0,1
Deluxe,17,13,1,0,high,1,4,61046.0,0
Single,75,4,2,0,high,0,2,8508.0,0
Single,40,6,1,1,high,0,4,14283.0,0
Suite,83,2,3,1,low,0,4,15311.0,0
Suite,62,2,2,1,mid,3,0,16430.0,1
Double,109,6,4,0,low,1,5,13722.0,1
Suite,53,8,2,0,high,3,2,73992.0,1
Suite,35,1,2,1,high,4,1,10915.0,1
Suite,71,12,4,1,low,0,2,94967.0,1
Single,79,2,3,0,high,1,1,4629.0,0
Double,53,14,1,1,mid,1,1,36662.0,1
Deluxe,67,4,2,0,low,2,3,15291.0,0
Suite,56,6,2,1,mid,1,5,47412.0,0
Suite,37,3,3,1,high,0,2,36419.0,0
Double,37,12,3,1,low,3,1,32291.0,1
Single,109,11,3,0,low,1,4,14781.0,1
Suite,81,2,4,1,high,2,1,27378.0,1
Double,11,2,3,0,mid,0,3,6039.0,0
Double,116,9,2,0,mid,0,1,23358.0,0
Suite,86,13,1,1,mid,1,1,93982.0,1
Deluxe,6,2,3,0,mid,1,1,9829.0,0
Double,88,4,2,0,low,0,2,8874.0,0
Single,71,8,2,1,low,0,5,12088.0,0
Double,110,2,4,0,high,1,4,8213.0,0
Suite,59,5,4,0,mid,5,4,43790.0,1
Double,62,1,2,0,mid,0,0,2605.0,0
Deluxe,38,7,3,1,high,0,0,43411.0,0
Double,38,11,4,0,low,0,2,26941.0,0
Suite,74,6,1,0,high,0,5,51118.0,0
Suite,100,4,2,1,high,0,0,42991.0,0
Deluxe,107,6,3,0,high,0,4,37963.0,1
Suite,93,8,2,0,low,1,4,50119.0,1
Deluxe,73,3,4,1,low,0,1,14010.0,0
Double,60,2,2,1,mid,0,0,5212.0,1
Deluxe,41,3,1,0,high,5,0,16299.0,1
Suite,92,14,2,1,high,0,0,147691.0,1
Suite,38,11,2,0,mid,1,5,76778.0,0
Single,32,2,4,0,mid,0,4,3770.0,0
Deluxe,105,5,1,1,low,2,4,18598.0,0
Single,71,6,1,0,mid,2,0,8375.0,1
Deluxe,42,3,1,0,high,0,5,14998.0,0
Deluxe,104,12,3,0,high,1,4,64567.0,1
Double,116,14,4,1,low,1,4,37502.0,0
Suite,38,4,3,0,high,0,2,43251.0,0
Suite,63,1,4,1,low,1,1,8820.0,1
Single,58,4,4,0,mid,0,4,6709.0,0
Single,84,9,3,1,mid,0,0,15194.0,0
Single,115,12,3,1,mid,5,1,20965.0,1
Suite,66,5,1,1,high,0,0,49504.0,0
Deluxe,96,4,4,0,mid,0,0,19424.0,0
Deluxe,72,4,4,1,low,0,3,17580.0,1
Suite,107,1,4,0,low,5,1,7813.0,1
Suite,48,1,4,1,mid,0,5,9572.0,0
Single,46,6,2,1,mid,0,5,11465.0,0
Single,51,9,1,0,mid,1,1,12746.0,1
Double,120,1,4,1,low,1,4,2870.0,1
Double,73,3,2,0,low,0,0,7454.0,0
Deluxe,18,13,4,0,high,5,1,77619.0,1
Single,4,14,3,0,mid,0,3,21369.0,1
Double,62,9,2,0,mid,1,1,22283.0,1
Single,97,8,2,1,mid,1,0,14184.0,0
Single,57,9,3,1,low,0,0,14453.0,1
Single,67,6,2,0,low,2,3,7509.0,1
Single,96,3,2,0,low,0,1,4005.0,0
Deluxe,62,6,1,0,mid,0,1,22932.0,0
Double,109,10,3,1,low,0,1,26548.0,0
Double,77,10,1,1,low,0,5,22905.0,0
Double,88,10,1,1,high,2,5,35610.0,1
Deluxe,94,9,1,0,low,0,4,27377.0,1
Suite,75,1,3,1,mid,3,0,9057.0,1
Deluxe,6,9,1,0,low,0,1,26475.0,0
Deluxe,51,13,2,0,low,5,5,43252.0,1
Deluxe,17,10,1,1,low,2,3,34485.0,1
Deluxe,61,9,3,0,high,0,0,51369.0,1
Single,17,4,1,0,mid,0,1,5889.0,0
Suite,61,12,1,0,mid,2,4,74775.0,0
Single,41,7,2,1,high,0,5,16544.0,0
Double,2,4,3,1,low,0,2,11551.0,0
Deluxe,15,7,1,0,mid,2,0,26674.0,1
Double,60,2,2,1,low,3,0,5144.0,1
Single,9,13,4,0,mid,1,1,21186.0,0
Suite,103,10,3,1,high,2,4,121359.0,0
Single,91,5,4,0,low,0,4,7781.0,0
Single,85,12,2,1,high,1,1,26094.0,1
Suite,20,1,4,0,mid,0,5,8615.0,0
Deluxe,96,6,1,1,low,1,5,24069.0,1
Single,76,10,3,0,low,1,5,13252.0,0
Suite,47,1,2,1,mid,0,4,8711.0,1
Suite,0,10,1,1,mid,5,3,83256.0,1
Single,64,12,4,0,low,0,5,17067.0,1
Double,96,9,3,0,mid,1,4,23564.0,0
Double,4,3,1,0,low,0,4,6015.0,0
Single,6,11,1,0,high,0,2,20037.0,1
Single,46,5,3,1,low,0,1,8433.0,0
Single,61,11,3,0,mid,4,3,18364.0,1
Single,57,9,1,1,high,0,2,17869.0,1
Double,51,2,4,0,mid,1,2,6679.0,0
Double,30,2,3,0,high,0,4,7640.0,0
Single,7,1,2,0,high,2,3,2288.0,0
Double,3,2,1,1,low,1,1,4660.0,1
Single,11,5,2,0,low,0,1,6077.0,0
Suite,83,1,2,0,mid,0,3,7064.0,0
Single,95,14,1,0,low,1,1,15273.0,1
Suite,52,13,2,0,mid,0,1,88753.0,1
Deluxe,9,3,1,0,low,0,1,10012.0,1
